RUN_ID,Category,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
906,1 Star,m3g2286z,404,https://www.speedrun.com/sm64/run/m3g2286z,2020-12-28T01:42:01Z,539,539,86v01k5j,camgibb,United States,EMU,Yes
907,1 Star,y2xooojm,404,https://www.speedrun.com/sm64/run/y2xooojm,2021-07-18T19:23:18Z,539,539,7j43q6w8,JayBeanz,United States,N64,Yes
908,1 Star,mk0gnn5z,404,https://www.speedrun.com/sm64/run/mk0gnn5z,2023-06-13T07:24:48Z,539,539,86vwgo5j,Malkierian,United States,EMU,Yes
909,1 Star,7yl62rry,409,https://www.speedrun.com/sm64/run/7yl62rry,2016-06-29T15:29:30Z,540,540,,,,N64,No
910,1 Star,z15j609y,409,https://www.speedrun.com/sm64/run/z15j609y,2020-04-21T19:09:09Z,540,540,kjp07yy8,SilverCross,United States,N64,Yes
911,1 Star,yvrd5x8z,409,https://www.speedrun.com/sm64/run/yvrd5x8z,2022-07-25T02:19:26Z,540,540,jpmn0q5j,YassTV,United States,EMU,Yes
912,1 Star,zg276l0y,409,https://www.speedrun.com/sm64/run/zg276l0y,2022-12-15T22:54:33Z,540,540,xz74z9rj,moabmauler,United States,N64,Yes
913,1 Star,y2xv16jm,413,https://www.speedrun.com/sm64/run/y2xv16jm,2021-05-05T23:44:07Z,541,541,8l0g37v8,niko22,Colombia,EMU,Yes
914,1 Star,y4qx9r3m,413,https://www.speedrun.com/sm64/run/y4qx9r3m,2022-06-02T02:04:18Z,541,541,68wg36qx,ded_lej,North Korea,N64,Yes
915,1 Star,y801e41m,413,https://www.speedrun.com/sm64/run/y801e41m,2022-12-20T02:18:58Z,541,541,e8ek7k28,Skyler774,Canada,N64,Yes
916,1 Star,meed140m,413,https://www.speedrun.com/sm64/run/meed140m,2023-03-31T15:16:50Z,541,541,81k9ve5j,Yoshi_1612,France,EMU,Yes
917,1 Star,yl6k46ry,413,https://www.speedrun.com/sm64/run/yl6k46ry,2023-05-20T18:58:12Z,541,541,8v672p5x,Luckyman525,,N64,Yes
918,1 Star,zgedkgdy,413,https://www.speedrun.com/sm64/run/zgedkgdy,2023-06-20T08:08:20Z,541,541,68wld3zj,Shicely,Canada,VC,Yes
919,1 Star,mr9719dm,419,https://www.speedrun.com/sm64/run/mr9719dm,2020-11-11T23:44:30Z,542,542,jmopyde8,Peej64,United States,N64,Yes
920,1 Star,y8jeln5z,419,https://www.speedrun.com/sm64/run/y8jeln5z,2022-01-13T22:22:46Z,542,542,8v5e5ynj,kirin,Canada,EMU,Yes
921,1 Star,emkopvz6,421,https://www.speedrun.com/sm64/run/emkopvz6,,543,543,,,,N64,No
922,1 Star,y2p245jz,421,https://www.speedrun.com/sm64/run/y2p245jz,2022-06-25T13:03:47Z,543,543,jmo379n8,nintendofanboy08,Finland,N64,Yes
923,1 Star,z1gdw7wz,421,https://www.speedrun.com/sm64/run/z1gdw7wz,2022-08-01T01:42:16Z,543,543,8lpkvkrj,theGNC69,,N64,Yes
924,1 Star,mrl3j17m,421,https://www.speedrun.com/sm64/run/mrl3j17m,2023-08-31T03:41:57Z,543,543,8r3064w8,JTown2909,United States,N64,Yes
925,1 Star,mrqg568y,425,https://www.speedrun.com/sm64/run/mrqg568y,2018-05-02T00:50:38Z,544,544,18vr2m5x,GameShark,Netherlands,N64,Yes
926,1 Star,zq05jp9y,425,https://www.speedrun.com/sm64/run/zq05jp9y,2022-03-07T21:16:09Z,544,544,18vdp928,FrostySeason,Sweden,N64,Yes
927,1 Star,yj2xv87m,425,https://www.speedrun.com/sm64/run/yj2xv87m,2023-06-24T10:54:34Z,544,544,qxkrpqm8,Dackage,United States,N64,Yes
928,1 Star,zn4wdr3m,428,https://www.speedrun.com/sm64/run/zn4wdr3m,2018-06-06T22:23:26Z,545,545,qjn0eywx,ElectroModder,England,N64,Yes
929,1 Star,m3o6j4gm,428,https://www.speedrun.com/sm64/run/m3o6j4gm,2018-10-12T22:20:07Z,545,545,kj9vd9ox,JMill,United States,EMU,Yes
930,1 Star,mkklodlm,428,https://www.speedrun.com/sm64/run/mkklodlm,2022-04-07T04:12:10Z,545,545,jp41qkkj,Baconsizzles_,United States,EMU,Yes
931,1 Star,m333jqwm,428,https://www.speedrun.com/sm64/run/m333jqwm,2022-05-31T10:36:01Z,545,545,jprd33y8,DreweySR,United States,N64,Yes
932,1 Star,yon9780z,428,https://www.speedrun.com/sm64/run/yon9780z,2023-06-03T22:52:50Z,545,545,qjoe6e86,Widdit,United States,N64,Yes
933,1 Star,zqd31q5m,433,https://www.speedrun.com/sm64/run/zqd31q5m,2023-09-19T23:57:23Z,546,546,j5vwqpq8,akr_sm64,Algeria,EMU,Yes
934,1 Star,mr8e832y,434,https://www.speedrun.com/sm64/run/mr8e832y,2018-07-09T20:23:17Z,547,547,zx7l3qj7,NinWorld,Germany,EMU,Yes
935,1 Star,yj38jkoz,434,https://www.speedrun.com/sm64/run/yj38jkoz,2019-10-27T16:26:10Z,547,547,7j4y1wmj,Hsidix,Germany,EMU,Yes
936,1 Star,zp9gg18m,434,https://www.speedrun.com/sm64/run/zp9gg18m,2022-06-09T15:42:46Z,547,547,8wl2pwlj,hungri_,United States,N64,Yes
937,1 Star,mk3k4d3z,437,https://www.speedrun.com/sm64/run/mk3k4d3z,2020-06-05T11:21:38Z,548,548,qj2l346x,TheSimplePotato,United States,EMU,Yes
938,1 Star,me9op92z,437,https://www.speedrun.com/sm64/run/me9op92z,2021-01-29T00:23:30Z,548,548,j5w9kqwj,Stomr,United States,N64,Yes
939,1 Star,m78k675z,437,https://www.speedrun.com/sm64/run/m78k675z,2021-04-03T18:04:26Z,548,548,j92z30n8,PiiNTO,United States,N64,Yes
940,1 Star,z0jrq7oy,437,https://www.speedrun.com/sm64/run/z0jrq7oy,2023-06-11T23:42:00Z,548,548,816nqwqx,Zaikenator,United States,N64,Yes
941,1 Star,ydjjx3vy,441,https://www.speedrun.com/sm64/run/ydjjx3vy,2023-07-14T11:53:05Z,550,550,qxkpnmj0,Niniste,France,EMU,Yes
942,1 Star,y65r69pz,442,https://www.speedrun.com/sm64/run/y65r69pz,2020-05-03T00:55:25Z,551,551,j0ng0zw8,HQCookie,Germany,EMU,Yes
943,1 Star,z1l2057m,443,https://www.speedrun.com/sm64/run/z1l2057m,2023-06-24T01:47:34Z,552,552,8qo05moj,Birdman20,United States,N64,Yes
944,1 Star,z0nroxem,444,https://www.speedrun.com/sm64/run/z0nroxem,2023-01-14T06:13:16Z,553,553,8q3npw0j,Slowmobile,United States,N64,Yes
945,1 Star,8m7en0z0,445,https://www.speedrun.com/sm64/run/8m7en0z0,,554,554,,,,N64,No
946,1 Star,9meld43z,445,https://www.speedrun.com/sm64/run/9meld43z,2016-06-29T15:31:17Z,554,554,,,,N64,No
947,1 Star,8y8ek5ny,445,https://www.speedrun.com/sm64/run/8y8ek5ny,2015-12-15T03:03:36Z,554,554,18vyq58l,Haruæ§˜,Germany,N64,Yes
948,1 Star,m78x0j9z,445,https://www.speedrun.com/sm64/run/m78x0j9z,2021-02-21T22:01:31Z,554,554,dx30o62x,YELATRON,Colombia,EMU,Yes
949,1 Star,mk07exxz,445,https://www.speedrun.com/sm64/run/mk07exxz,2023-06-04T11:41:05Z,554,554,8l3rw0v8,GHDEVIL666,Netherlands,EMU,Yes
950,1 Star,yjdjvl3y,450,https://www.speedrun.com/sm64/run/yjdjvl3y,2022-07-31T18:50:32Z,555,555,v8lv6q7j,runner_cam,United States,N64,Yes
951,1 Star,y4onlrnz,450,https://www.speedrun.com/sm64/run/y4onlrnz,2023-08-06T18:53:39Z,555,555,xz27094x,Sadr,France,EMU,Yes
952,1 Star,7z0jkoey,452,https://www.speedrun.com/sm64/run/7z0jkoey,2016-06-27T23:40:00Z,556,556,98rp3q6j,joeys64,Netherlands,VC,Yes
953,1 Star,zxooxpez,452,https://www.speedrun.com/sm64/run/zxooxpez,2021-09-03T05:45:45Z,556,556,jn36ppqx,srb25x,United States,N64,Yes
954,1 Star,yopnr4jm,452,https://www.speedrun.com/sm64/run/yopnr4jm,2022-06-14T03:23:17Z,556,556,7j4dr45j,wispx,United States,N64,Yes
955,1 Star,m76lq75y,452,https://www.speedrun.com/sm64/run/m76lq75y,2022-07-05T19:14:00Z,556,556,j92d9do8,Nikkeri,Finland,EMU,Yes
956,1 Star,zgeeg50y,452,https://www.speedrun.com/sm64/run/zgeeg50y,2023-07-11T18:59:56Z,556,556,8r2ngoqx,reallifebutters,United States,N64,Yes
957,1 Star,zx7j94ky,457,https://www.speedrun.com/sm64/run/zx7j94ky,2022-06-30T15:27:28Z,557,557,18v3pdyx,Sailo,Germany,VC,Yes
958,1 Star,wzp81kry,458,https://www.speedrun.com/sm64/run/wzp81kry,2015-11-30T22:38:17Z,558,558,0jmpgoj1,Audraxys,Canada,VC,Yes
959,1 Star,zp31w0nm,459,https://www.speedrun.com/sm64/run/zp31w0nm,2021-02-07T04:41:20Z,560,560,qj25l5pj,tjk,,N64,Yes
960,1 Star,y6n80wjz,459,https://www.speedrun.com/sm64/run/y6n80wjz,2022-03-07T03:36:11Z,560,560,j03z503j,Taki,Canada,N64,No
961,1 Star,z1pkj9jz,459,https://www.speedrun.com/sm64/run/z1pkj9jz,2022-06-18T08:08:54Z,560,560,xz7ymeej,InsertPi,United States,N64,Yes
962,1 Star,ywr29gpm,459,https://www.speedrun.com/sm64/run/ywr29gpm,2023-08-07T21:51:42Z,560,560,863n3408,joj1,United States,EMU,Yes
963,1 Star,mr453e7z,463,https://www.speedrun.com/sm64/run/mr453e7z,2021-03-25T03:40:18Z,561,561,5j5z376j,Gorillax4054,United States,N64,Yes
964,1 Star,y9vllgrm,463,https://www.speedrun.com/sm64/run/y9vllgrm,2022-05-25T02:04:23Z,561,561,816go13x,Panquesito,Mexico,EMU,Yes
965,1 Star,y60x75py,463,https://www.speedrun.com/sm64/run/y60x75py,2022-06-02T05:59:59Z,561,561,jn2p2k4j,ShadyYouWot,,EMU,Yes
966,1 Star,y60x9q6y,463,https://www.speedrun.com/sm64/run/y60x9q6y,2022-06-03T19:28:51Z,561,561,qj234l7x,Petalite,Brazil,EMU,Yes
967,1 Star,yj2g8rgm,463,https://www.speedrun.com/sm64/run/yj2g8rgm,2023-06-11T06:30:47Z,561,561,8wk3k038,Elrevolver385,Germany,EMU,Yes
968,1 Star,mkvgr03y,468,https://www.speedrun.com/sm64/run/mkvgr03y,2023-01-16T16:16:00Z,562,562,8g5y1krj,vueko,Canada,EMU,No
969,1 Star,y8163dnz,469,https://www.speedrun.com/sm64/run/y8163dnz,2019-11-12T01:28:02Z,563,563,o86m9k0j,xerint,Canada,N64,Yes
970,1 Star,y6xedx0y,469,https://www.speedrun.com/sm64/run/y6xedx0y,2022-10-07T13:30:44Z,563,563,j0vprywx,Dude_1,Australia,EMU,Yes
971,1 Star,y86o6oxm,471,https://www.speedrun.com/sm64/run/y86o6oxm,2023-08-01T06:31:22Z,564,564,8rle0nq8,dynohack,United States,EMU,Yes
972,1 Star,mk3lp3lz,472,https://www.speedrun.com/sm64/run/mk3lp3lz,2020-03-28T19:03:20Z,565,565,qj2ol5px,mrlink2k,United States,EMU,Yes
973,1 Star,y2gj886z,472,https://www.speedrun.com/sm64/run/y2gj886z,2023-07-09T02:44:54Z,565,565,1xy02njr,alex7456,United States,N64,Yes
974,1 Star,z115lxgz,474,https://www.speedrun.com/sm64/run/z115lxgz,2018-07-29T18:43:16Z,566,566,7j420lwx,Progji,Germany,N64,Yes
975,1 Star,y8x4ox1m,474,https://www.speedrun.com/sm64/run/y8x4ox1m,2022-11-12T09:43:08Z,566,566,8e6mm5pj,zLequit,Germany,EMU,Yes
976,1 Star,znjql2lm,474,https://www.speedrun.com/sm64/run/znjql2lm,2023-02-08T18:59:28Z,566,566,98rp4mqj,SpaceMiner,United States,EMU,Yes
977,1 Star,yj28j03m,474,https://www.speedrun.com/sm64/run/yj28j03m,2023-07-05T11:42:04Z,566,566,18qrd50j,wermi,Poland,N64,Yes
978,1 Star,9mr0v2mq,474,https://www.speedrun.com/sm64/run/9mr0v2mq,,566,566,,,,N64,No
979,1 Star,zqj05kxm,479,https://www.speedrun.com/sm64/run/zqj05kxm,2023-06-23T20:29:08Z,567,567,x3335y6x,DropMania,Germany,N64,Yes
980,1 Star,emko6xz6,480,https://www.speedrun.com/sm64/run/emko6xz6,,568,568,qxk40p9j,Kiriplant,Australia,VC,Yes
981,1 Star,yw1d253z,480,https://www.speedrun.com/sm64/run/yw1d253z,2017-07-22T13:55:21Z,568,568,18vr3nvx,Enspi,Japan,N64,Yes
982,1 Star,y9v37w2m,480,https://www.speedrun.com/sm64/run/y9v37w2m,2022-05-18T16:40:24Z,568,568,j2wgy7pj,9ottaro,Germany,EMU,Yes
983,1 Star,yjprvroy,480,https://www.speedrun.com/sm64/run/yjprvroy,2022-07-17T18:40:12Z,568,568,x35rvpkj,Scythamer,United States,N64,Yes
984,1 Star,z0l7538z,480,https://www.speedrun.com/sm64/run/z0l7538z,2022-08-27T23:20:50Z,568,568,y8d6pyox,JamisDono,United States,N64,No
985,1 Star,y9045pry,485,https://www.speedrun.com/sm64/run/y9045pry,2020-08-30T05:02:54Z,569,569,xy5q24w8,SupFAE,Chile,EMU,Yes
986,1 Star,yv1krn4y,485,https://www.speedrun.com/sm64/run/yv1krn4y,2021-07-11T20:19:36Z,569,569,jo3o7dej,456Productions,United States,EMU,Yes
987,1 Star,mk8v0g1m,487,https://www.speedrun.com/sm64/run/mk8v0g1m,2020-11-22T20:24:04Z,570,570,xko62d28,ElectricalSquid,Canada,EMU,Yes
988,1 Star,y4r6dkdz,487,https://www.speedrun.com/sm64/run/y4r6dkdz,2021-06-18T08:00:16Z,570,570,e8e07w6j,aqple,United States,VC,Yes
989,1 Star,zx8rd6km,487,https://www.speedrun.com/sm64/run/zx8rd6km,2022-11-08T20:19:44Z,570,570,dx3e5k7j,wRadion,France,EMU,Yes
990,1 Star,ywrgkr3m,487,https://www.speedrun.com/sm64/run/ywrgkr3m,2023-07-21T13:02:43Z,570,570,7j42o5x1,Sny8,France,EMU,Yes
991,1 Star,z1l0x19m,487,https://www.speedrun.com/sm64/run/z1l0x19m,2023-08-15T20:37:42Z,570,570,j5wz4knj,thatbirddude,United States,N64,Yes
992,1 Star,yvgdo04y,492,https://www.speedrun.com/sm64/run/yvgdo04y,2018-04-24T16:46:15Z,571,571,18v5wy2j,Chreymd,Germany,N64,Yes
993,1 Star,zpdnvnrz,492,https://www.speedrun.com/sm64/run/zpdnvnrz,2022-07-31T15:58:39Z,571,571,8en6qw68,LEKTAGO,Canada,N64,Yes
994,1 Star,z5jqp8em,494,https://www.speedrun.com/sm64/run/z5jqp8em,2020-08-26T03:46:05Z,572,572,1xyl3lvj,8888,United States,EMU,Yes
995,1 Star,ydjrpkwy,494,https://www.speedrun.com/sm64/run/ydjrpkwy,2023-06-13T01:22:14Z,572,572,8qrv5k0j,SaySurprise,United States,N64,Yes
996,1 Star,0zng19mn,494,https://www.speedrun.com/sm64/run/0zng19mn,,572,572,,,,EMU,Yes
997,1 Star,znpxwd7m,497,https://www.speedrun.com/sm64/run/znpxwd7m,2022-06-26T03:39:29Z,573,573,xk46z97j,AnorakDT,United States,EMU,Yes
998,1 Star,ywrjej3m,497,https://www.speedrun.com/sm64/run/ywrjej3m,2023-06-19T17:13:44Z,573,573,18q5www8,BigfootTouchedMe,Australia,EMU,Yes
999,1 Star,wzpwv8gy,499,https://www.speedrun.com/sm64/run/wzpwv8gy,2016-06-29T15:33:04Z,574,574,,,,N64,No
1000,1 Star,1zx8q0gm,499,https://www.speedrun.com/sm64/run/1zx8q0gm,2016-04-05T13:38:23Z,574,574,48gdmy8p,Broodlai,England,VC,Yes
1001,1 Star,mekxd09m,499,https://www.speedrun.com/sm64/run/mekxd09m,2017-06-16T22:14:18Z,574,574,v8l04qv8,Smurfy,Canada,N64,Yes
